X1,X2,y
1.8512465041363333,-6.732371372142527,1
-1.205688982826931,-6.293264061415574,0
0.16926116061028784,-13.06193413057028,0
-0.38901534875165167,-0.4919300895324825,1
4.947718995946302,-1.7057071383052478,1
-2.1800393494450407,-9.960899399751387,0
0.7436706934412464,0.8290539185618808,1
-1.4015007381641775,-7.044797229912657,0
3.046522448929351,-1.884561620305076,1
2.3115144441146573,-1.6537660418801965,1
-3.7310752629299495,-7.4060005870205305,0
1.1769453800175733,-10.727951120669886,0
-0.17663567072048592,-2.9497466450216256,0
-2.2724202644315126,-7.596990443675007,0
5.331722901217253,-3.8819643752335,1
0.4979177498130941,-1.3350471962507513,1
6.136426239388274,-4.107509342214526,1
-5.125688271646123,-3.935770666057307,0
2.8272582875724126,-17.684086531942043,0
3.1791887169027415,1.7494213999289085,1
-1.0470058120705952,-5.323619049028236,1
-2.5949449379364027,-9.742123033571108,0
-5.891587401299056,-16.57105293486323,0
0.4544574265516843,-10.432849305584723,0
-5.812870672356413,-3.9168390070736274,1
-0.7562561691464271,3.855760912616226,1
0.7768447690109582,-2.331904180771633,1
-3.3582464972490493,-5.458223376429236,0
-1.2869371507748064,-13.792301080868075,0
0.3870908539569202,-2.832100297787686,1
-2.069435239979744,-7.706806788325784,1
2.221178645767508,-10.815299174745899,0
-3.3819233760925496,-3.82941903372077,0
-2.1970691048121602,-6.718678261804806,1
2.5872540710207153,-1.6956829955226307,1
0.5361352774084154,-11.206957553533076,0
0.10771859824355534,-10.582636388237933,0
3.8557266290595242,-2.026353601165094,1
2.8646364047022237,-7.751733122666897,1
2.2585223659230866,6.342507006001103,1
2.5309026736349995,-4.8078842320325705,0
0.9436711949211904,-2.1236729273581822,0
4.1637058548514485,-0.012758134169636337,1
2.021051754352466,5.1602961168680315,1
-2.7477096446943357,-9.944626507970776,0
0.21445914428423896,-8.057018241549827,0
-4.919607600676862,-3.7223667777319305,1
3.85677107984702,-10.65634604827564,0
-4.566598449245987,-7.280760038243399,0
0.7999800924835032,-9.754851044292346,0
-0.0763024230124798,-10.048487106154084,0
2.325170567647966,-6.901651999309143,1
-4.855053513987158,-7.968090410013552,0
-2.6836960877096216,-7.787536740784731,0
-0.09347077702013373,-9.505371593011205,0
-4.369582832669563,-6.384870683737386,0
2.4005270094878037,-0.7743540671625314,1
-2.6154096433377267,-9.248763831430667,0
6.906249909140696,-3.5054208153879025,1
3.394379632032601,-8.422272686818827,0
1.965275916747296,-5.075915607370352,1
5.910707108166289,-2.0744044889761284,1
-0.2359537844027233,-2.1974869339896976,1
2.3441771752093725,-0.36983460562392656,1
-0.3821053751553901,-12.94220203413585,0
0.07089130713201164,-10.188435968768985,0
1.878483963252822,-3.318954607986037,1
-4.037225348277477,-7.994837510478654,0
1.6241597034379542,-8.30524453266767,0
-4.831421347911125,-5.119489300363622,0
1.0303680948823224,1.7462441301287686,1
-1.5618488543955817,0.6665250571060382,1
-0.3030432796432443,-0.09822511058454397,1
-1.080339057182739,-5.808319102499263,1
9.922232980863837,2.010762316962439,1
0.5010483822173535,-2.1548593130771563,1
5.41400041755779,-9.639896574404398,0
0.08734285401093267,-9.61279640732874,0
-1.21512187940663,-1.04992655716372,1
0.49519115694618954,-2.517051832673789,0
5.588191804972142,-4.580996443191729,0
7.051593654350016,-12.546010018646744,0
0.4626885621239478,-9.038710749869402,0
3.0894740859099947,-13.8415182991324,0
6.288516485267598,-7.180045999309945,0
-3.0825942406712876,-4.3598995017174875,1
1.454665767528565,-4.302005755521077,1
-0.5931818278741161,-12.547112658494505,0
-0.7696617011565502,-10.881846561112228,0
0.4490235911134741,-4.069503602905421,0
-2.9279256420340696,-9.817368510910494,0
1.4816068128781725,-15.157333673876831,0
-4.021805015314213,-3.2819568565058157,1
-5.405994277892566,-0.5015988038687582,1
-1.4651285450614067,-9.261000999371406,0
0.1804803243431441,-9.99743515805157,0
-0.6473980972301705,-1.3540028259541146,1
0.20327140504334573,-8.820111880706225,0
-3.501479525287693,-7.702088514050162,0
3.7157775933095714,-1.0985923762089338,1
4.3730149826308065,-7.991853624615516,0
5.582820852658659,-8.293820582970866,1
-0.26105411256710553,-4.513834216438787,1
-1.6418345462122876,-6.512248379297924,0
-2.358207234121975,-1.6557196910481107,1
1.7412763271691878,-3.1602495050172057,1
2.802384416912416,-0.4163670282222245,1
2.4801629863745367,-2.495087641815883,0
-2.1486036312386094,-9.15397410849376,0
-7.505204201796872,-11.234245576746263,0
2.118520306989934,-2.3670364863928124,1
-5.555104034995114,-3.1658071179131335,0
-0.8853539851375405,-5.607439148776889,1
1.0033554945506062,-11.782217764304,1
-6.366877180958685,-10.66453758418897,0
0.46412802392605,0.7200870526499243,1
0.4789484008033299,4.094394708829793,1
-1.5090358383466886,-6.80006970106934,0
-4.679764678355035,-6.015940975963845,0
-4.830722679480498,-13.384899234073849,0
-1.8990975678986979,-0.10272054146714993,0
2.0138968215635042,-4.398742585216036,1
-7.80707593091808,-2.7465490418405887,1
-5.176656550170803,-8.5784647773249,0
-3.4247324089929183,-14.358522422945939,0
-4.255086216662656,-12.464671651851637,0
7.9721315965246635,2.1480686633188437,1
3.6261951365364844,0.44523727593646156,1
-0.2780362559468035,-1.7164861123359727,1
1.8151545389729935,-8.96037370254688,0
0.9627274926244346,-4.498008867802399,1
6.055826158478227,-3.9022179289233225,1
3.8029224728860536,-2.1937261919399225,1
1.8763283439446403,-1.844134443421357,1
-1.7986171262804809,-4.226446160044151,0
-2.1353238420631335,-14.667675778165156,0
-1.4503264833923444,-5.691557012082878,1
-0.43004193859587425,-2.550705522167779,0
-6.183061049000389,-8.405136020001759,0
1.606242085770406,0.9686739876306887,1
-0.5566873163246747,-9.729542609295983,0
0.6528643373980771,2.2764886486609592,1
-2.3650430692315854,-13.168137402551022,0
1.0003443807342756,-2.183369091614767,1
-1.157216125472111,-8.792726918548231,0
2.3354997735867498,-10.632983884894646,0
0.8058411616284081,2.571413646018361,1
2.4117626544074646,-6.152141811348633,1
-1.941543993640599,4.50998206174301,1
8.39471000767018,-1.7874292484502101,1
-4.5668027406012275,-3.538319581308519,0
-3.2580197998877387,-7.5035492926505105,0
-0.974838276580404,-0.8808546088363388,1
4.688170035083358,0.9990603092391765,1
-2.715580553189257,-10.25127294621579,0
-4.30833683191824,-3.3501117982932413,0
-1.8925909102315845,-14.511477376249903,0
-1.6392168390689967,-2.42936476608986,1
1.1565909714800822,-7.04051841047292,0
-0.31372350248873526,1.4562535804913526,1
5.192929915629045,-1.2237238029638857,1
-2.164012544998285,-8.516346547820838,0
-8.400681261400315,-6.816277588629765,0
1.4480782331473177,-5.888382536464517,0
1.1958314841641031,-3.347239799683549,1
-3.5664778944320497,-6.532878377942483,0
-1.4958247533370983,-12.81661539588548,0
4.384767718867621,-2.4159712674640703,1
6.886353002264391,4.3577541780135025,1
-10.650795818523724,-3.8207855988989445,1
2.234596717259997,-9.051891287048385,1
1.8028594656352555,-2.7784301497562582,1
-4.87632537874652,-3.9151437209956326,1
-5.083020492253955,-10.289686603926016,0
1.5779199672859163,4.100955440908477,1
-4.882234546599111,2.6330509482462663,1
0.6879219929351608,-3.7367864361071863,1
3.769456022956972,-3.644764265663048,1
2.8776272076655003,-2.6554679172522313,1
-2.0789684108390447,-16.72511828277125,0
2.95732425088017,-4.832313772929011,1
-0.6144914276828739,0.02693050973740907,1
1.572318501553744,-3.9625071900614137,1
0.3514989849912803,-0.6133765450301234,1
-0.03123326554284156,4.253723767075692,1
-0.981326440180649,-7.152805390714381,0
0.6304781268121247,-2.7936334335893473,1
3.9389001127861105,0.26144732104302637,1
4.258196192132438,0.24566518815767013,1
3.992687335464513,5.281098853717317,1
-0.9422172372601072,-0.6900114404731309,1
2.562933178493642,-13.044048539569019,0
-0.056168550626988,-4.468693278054969,1
-6.42945711874417,-5.9191942941623275,1
7.30834189500849,-0.9561650467138957,1
0.23185947608087787,-13.043994915150659,0
-3.355485445245119,-8.390861421087743,0
-3.6692845595667922,-7.442326954235976,0
-0.13536732409434604,-14.575233420866045,0
-7.137827906255417,-7.734330112025504,0
1.4599023803792672,0.8002073636594513,1
-2.756420200172463,0.6619423734152718,1
2.227394138957848,-0.8538713011272343,1
-0.32107174417385576,-2.889204851564182,1
-1.9214999653884597,-5.9119838106498435,0
-4.167723273520987,-3.992413491593461,1
0.9311942760853578,-8.01990080660025,0
6.907834020866406,-2.6200094063664694,1
-4.982934723178111,-12.663002015686146,0
0.4808683102241693,0.7131480321452197,1
-4.281516030166744,1.4854809325172864,1
-5.936313887856251,-9.341702293187991,1
-1.562600970935692,-1.1907940915851272,1
-0.023135295881608897,-7.303703912804409,0
-3.2998611121789176,-0.04649579322758535,1
-4.66462435414992,1.5489863375221908,1
7.793594307806643,-7.264695870560699,1
8.397377677773164,1.2502034875372896,1
-4.14762706191173,-0.8283179544816884,1
12.580629761441285,-6.2525881039337,1
4.441337524125492,0.6950089676607891,1
0.4453166390264808,-2.771175661775071,1
2.274105999642989,-3.0523084750068747,1
-4.235180799314285,-11.440845758689768,0
1.9769180890960014,-3.6001095605785736,1
4.965314751163324,-3.0747880277021666,1
-7.818419248133097,-3.422329032510536,0
6.378825536319396,-4.121429600775393,1
5.173547324247462,-3.350703821872067,1
-1.9512690233314562,5.236032096857182,1
-5.3058638061424706,-7.081813251290922,0
-1.458135311385613,-14.151918356819703,0
3.707282662022095,-11.045478002139777,0
0.6499871987525603,-1.4587473185898219,0
-2.8323920758853003,-15.064445759447706,0
-2.8971206756967565,-8.253365634135061,0
2.354692625457875,-3.487796743492959,1
1.5777954013936224,-1.9518704399750697,1
